Series,Time,Value
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T15,0.183
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T16,0.172
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T16,0.165
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T16,0.202
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T16,0.21
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T17,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T17,0.2
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T17,0.213
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T17,0.207
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T18,0.228
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T18,0.198
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T18,0.191
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T18,0.193
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T19,0.182
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T19,0.17
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T19,0.172
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T19,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T20,0.183
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T20,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T20,0.177
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T20,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T21,0.194
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T21,0.173
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T21,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T21,0.175
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T22,0.171
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T22,0.155
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T22,0.178
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T22,0.169
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T23,0.171
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T23,0.144
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T23,0.156
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-26T23,0.184
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T00,0.181
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T00,0.148
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T00,0.145
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T00,0.16
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T01,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T01,0.17
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T01,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T01,0.163
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T02,0.149
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T02,0.175
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T02,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T02,0.185
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T03,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T03,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T03,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T03,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T04,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T04,0.166
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T04,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T04,0.161
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T05,0.176
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T05,0.179
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T05,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T05,0.158
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T06,0.183
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T06,0.179
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T06,0.14
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T06,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T07,0.147
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T07,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T07,0.149
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T07,0.183
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T08,0.145
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T08,0.145
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T08,0.131
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T08,0.15
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T09,0.174
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T09,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T09,0.153
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T09,0.191
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T10,0.184
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T10,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T10,0.136
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T10,0.157
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T11,0.19
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T11,0.148
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T11,0.152
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T11,0.144
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T12,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T12,0.172
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T12,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T12,0.142
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T13,0.146
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T13,0.175
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T13,0.152
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T13,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T14,0.193
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T14,0.17
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T14,0.152
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T14,0.153
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T15,0.185
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T15,0.132
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T15,0.158
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T15,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T16,0.182
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T16,0.164
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T16,0.182
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T16,0.142
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T17,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T17,0.147
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T17,0.15
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T17,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T18,0.186
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T18,0.142
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T18,0.175
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T18,0.188
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T19,0.181
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T19,0.162
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T19,0.167
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T19,0.196
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T20,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T20,0.171
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T20,0.184
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T20,0.172
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T21,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T21,0.144
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T21,0.14
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T21,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T22,0.187
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T22,0.159
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T22,0.185
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T22,0.206
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T23,0.168
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T23,0.182
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T23,0.158
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-27T23,0.211
"sum(namespace_pod_name_container_name:container_cpu_usage_seconds_total:sum_rate{namespace=""openshift-monitoring"",container_name!=""POD""})",2019-04-28T00,0.186
